"Estimate","Std. Error","t value","Pr(>|t|)"
0.574628980497211,1875.55756641814,0.000306377682448113,0.99975554773167
21567.956053962,1906.56061826368,11.3124942618421,1.28164567013177e-29
27772.5961938146,4080.86900209872,6.80555935011187,1.02281229234682e-11
15879.0049713251,1944.06913921561,8.16792193807055,3.24201484563448e-16
764.060153625166,4050.76854520624,0.188621034526737,0.850390941893315
5523.00894354939,2050.10003647775,2.69401924066027,0.00706298337857695
2.13537101615539,32268.3124867846,6.61754784056316e-05,0.999947199985599
1592.03111064585,2122.51892097012,0.750066863911957,0.453219489728466
-0.425315238677134,2354.26165499626,-0.000180657590788399,0.999855857130463
-0.305678831256951,2286.94901122224,-0.000133662285322917,0.999893353690157
4.99612101693218,8268.95448922756,0.000604202263229397,0.999517919823922
13.8035528350883,13863.4490892533,0.000995679556091754,0.999205568474627
0.085725100277867,4562.14358545118,1.87905309581327e-05,0.999985007432817
1.52854809084294,2789.16219166142,0.00054803126738658,0.999562737465902
-0.503109589105605,8149.24644819414,-6.17369461463634e-05,0.999950741396595
-0.442417871958279,5687.12985906105,-7.77928204423528e-05,0.999937930754148
0.705371017008227,32268.3124867802,2.185955702819e-05,0.999982558721834
-0.384078983073789,3373.31867320663,-0.000113857900863155,0.999909155189483
